No.;Time;;time 1;time 2;delay;;delay 1;delay 2;jitter
104387;537,835135;;537,835135;547,476897;9,641762;;9,588478;-0,209648;-9,798126
104400;547,476897;;547,476897;547,530181;0,053284;;-0,209648;0,218306;0,427954
104403;547,530181;;547,530181;547,793113;0,262932;;0,218306;-3,093999;-3,312305
104404;547,793113;;547,793113;547,837739;0,044626;;-3,093999;3,090212;6,184211
104405;547,837739;;547,837739;550,976364;3,138625;;3,090212;-0,002223;-3,092435
104408;550,976364;;550,976364;551,024777;0,048413;;-0,002223;0,010739;0,012962
104409;551,024777;;551,024777;551,075413;0,050636;;0,010739;-6,310547;-6,321286
104410;551,075413;;551,075413;551,11531;0,039897;;-6,310547;6,267184;12,577731
104411;551,11531;;551,11531;557,465754;6,350444;;6,267184;-0,160748;-6,427932
104412;557,465754;;557,465754;557,549014;0,08326;;-0,160748;0,200755;0,361503
104413;557,549014;;557,549014;557,793022;0,244008;;0,200755;-9,595919;-9,796674
104414;557,793022;;557,793022;557,836275;0,043253;;-9,595919;9,589395;19,185314
104415;557,836275;;557,836275;567,475447;9,639172;;9,589395;-0,268062;-9,857457
104446;567,475447;;567,475447;567,525224;0,049777;;-0,268062;0,27502;0,543082
104447;567,525224;;567,525224;567,843063;0,317839;;0,27502;-9,538025;-9,813045
104448;567,843063;;567,843063;567,885882;0,042819;;-9,538025;9,527201;19,065226
104449;567,885882;;567,885882;577,466726;9,580844;;9,527201;-0,186652;-9,713853
105457;577,466726;;577,466726;577,520369;0,053643;;-0,186652;0,194867;0,381519
105471;577,520369;;577,520369;577,760664;0,240295;;0,194867;-5,298475;-5,493342
105540;577,760664;;577,760664;577,806092;0,045428;;-5,298475;5,343727;10,642202
105555;577,806092;;577,806092;583,149995;5,343903;;5,343727;-0,053116;-5,396843
107258;583,149995;;583,149995;583,150171;0,000176;;-0,053116;-4,209186;-4,15607
107260;583,150171;;583,150171;583,203463;0,053292;;-4,209186;4,128353;8,337539
107281;583,203463;;583,203463;587,465941;4,262478;;4,128353;-0,113362;-4,241715
108571;587,465941;;587,465941;587,600066;0,134125;;-0,113362;0,199629;0,312991
108610;587,600066;;587,600066;587,847553;0,247487;;0,199629;-9,52264;-9,722269
108694;587,847553;;587,847553;587,895411;0,047858;;-9,52264;9,512084;19,034724
108720;587,895411;;587,895411;597,465909;9,570498;;9,512084;-0,189326;-9,70141
111859;597,465909;;597,465909;597,524323;0,058414;;-0,189326;0,20377;0,393096
111868;597,524323;;597,524323;597,772063;0,24774;;0,20377;0,023511;-0,180259
111920;597,772063;;597,772063;597,816033;0,04397;;0,023511;-0,032847;-0,056358
111935;597,816033;;597,816033;597,836492;0,020459;;-0,032847;0,053247;0,086094
111944;597,836492;;597,836492;597,889798;0,053306;;0,053247;-0,035672;-0,088919
111963;597,889798;;597,889798;597,889857;5,9E-05;;-0,035672;-0,017748;0,017924
111964;597,889857;;597,889857;597,925588;0,035731;;-0,017748;-0,398387;-0,380639
111977;597,925588;;597,925588;597,979067;0,053479;;-0,398387;0,449902;0,848289
111997;597,979067;;597,979067;598,430933;0,451866;;0,449902;0,001963;-0,447939
112128;598,430933;;598,430933;598,432897;0,001964;;0,001963;-2,3E-05;-0,001986
112129;598,432897;;598,432897;598,432898;1E-06;;-2,3E-05;-0,001415;-0,001392
112130;598,432898;;598,432898;598,432922;2,4E-05;;-0,001415;-0,076504;-0,075089
112131;598,432922;;598,432922;598,434361;0,001439;;-0,076504;-0,154703;-0,078199
112132;598,434361;;598,434361;598,512304;0,077943;;-0,154703;0,214188;0,368891
112159;598,512304;;598,512304;598,74495;0,232646;;0,214188;-0,042801;-0,256989
112235;598,74495;;598,74495;598,763408;0,018458;;-0,042801;0,0612;0,104001
112244;598,763408;;598,763408;598,824667;0,061259;;0,0612;-0,060256;-0,121456
112261;598,824667;;598,824667;598,824726;5,9E-05;;-0,060256;-0,186667;-0,126411
112262;598,824726;;598,824726;598,885041;0,060315;;-0,186667;0,205526;0,392193
112281;598,885041;;598,885041;599,132023;0,246982;;0,205526;-7,453918;-7,659444
112352;599,132023;;599,132023;599,173479;0,041456;;-7,453918;7,444347;14,898265
112363;599,173479;;599,173479;606,668853;7,495374;;7,444347;0,050979;-7,393368
114863;606,668853;;606,668853;606,71988;0,051027;;0,050979;-0,000139;-0,051118
114882;606,71988;;606,71988;606,719928;4,8E-05;;-0,000139;-0,072465;-0,072326
114883;606,719928;;606,719928;606,720115;0,000187;;-0,072465;0,053323;0,125788
114884;606,720115;;606,720115;606,792767;0,072652;;0,053323;0,019326;-0,033997
114900;606,792767;;606,792767;606,812096;0,019329;;0,019326;3E-06;-0,019323
114905;606,812096;;606,812096;606,812099;3E-06;;3E-06;-9,1E-05;-9,4E-05
114906;606,812099;;606,812099;606,812099;0;;-9,1E-05;-0,043361;-0,04327
114907;606,812099;;606,812099;606,81219;9,1E-05;;-0,043361;0,043346;0,086707
114908;606,81219;;606,81219;606,855642;0,043452;;0,043346;6,4E-05;-0,043282
114930;606,855642;;606,855642;606,855748;0,000106;;6,4E-05;-0,000573;-0,000637
114931;606,855748;;606,855748;606,85579;4,2E-05;;-0,000573;-0,05082;-0,050247
114932;606,85579;;606,85579;606,856405;0,000615;;-0,05082;0,032913;0,083733
114933;606,856405;;606,856405;606,90784;0,051435;;0,032913;-0,030762;-0,063675
114940;606,90784;;606,90784;606,926362;0,018522;;-0,030762;-0,44504;-0,414278
114953;606,926362;;606,926362;606,975646;0,049284;;-0,44504;0,42425;0,86929
114968;606,975646;;606,975646;607,46997;0,494324;;0,42425;-0,173245;-0,597495
115119;607,46997;;607,46997;607,540044;0,070074;;-0,173245;0,20061;0,373855
115143;607,540044;;607,540044;607,783363;0,243319;;0,20061;-9,603095;-9,803705
115210;607,783363;;607,783363;607,826072;0,042709;;-9,603095;9,569531;19,172626
115230;607,826072;;607,826072;617,471876;9,645804;;9,569531;-0,166798;-9,736329
118400;617,471876;;617,471876;617,548149;0,076273;;-0,166798;0,200889;0,367687
118432;617,548149;;617,548149;617,79122;0,243071;;0,200889;-1,320722;-1,521611
118526;617,79122;;617,79122;617,833402;0,042182;;-1,320722;1,31084;2,631562
118541;617,833402;;617,833402;619,196306;1,362904;;1,31084;0,05203;-1,25881
118959;619,196306;;619,196306;619,24837;0,052064;;0,05203;-0,072348;-0,124378
118976;619,24837;;619,24837;619,248404;3,4E-05;;-0,072348;-0,199891;-0,127543
118977;619,248404;;619,248404;619,320786;0,072382;;-0,199891;0,229385;0,429276
119005;619,320786;;619,320786;619,593059;0,272273;;0,229385;0,042888;-0,186497
119087;619,593059;;619,593059;619,635947;0,042888;;;;
119098;619,635947;;;;;;;;
;;;;total delay;619,610841;;;total jitter;-0,483263
;;;;rata rata delay;0,005202529;;;rata rata jitter;-4,05769E-06
